"Sample_ID","Customer_Name","Subject_Barcode","female","male","full_sib","CIP","DArT"
"24-PEP-02-P06C10S000075","24-PEP-02-P06_C10","CIP318128.065","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C11S000083","24-PEP-02-P06_C11","CIP318128.070","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C12S000091","24-PEP-02-P06_C12","CIP318128.079","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D01S000004","24-PEP-02-P06_D01","CIP318128.090","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D02S000012","24-PEP-02-P06_D02","CIP318128.097","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D03S000020","24-PEP-02-P06_D03","CIP318128.104","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D04S000028","24-PEP-02-P06_D04","CIP318128.107","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D05S000036","24-PEP-02-P06_D05","CIP318128.108","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D06S000044","24-PEP-02-P06_D06","CIP318128.113","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D07S000052","24-PEP-02-P06_D07","CIP318129.001","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D08S000060","24-PEP-02-P06_D08","CIP318129.007","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D09S000068","24-PEP-02-P06_D09","CIP318129.012","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D10S000076","24-PEP-02-P06_D10","CIP318129.014","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D11S000084","24-PEP-02-P06_D11","CIP318129.017","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D12S000092","24-PEP-02-P06_D12","CIP318129.018","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E01S000005","24-PEP-02-P06_E01","CIP318129.030","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E02S000013","24-PEP-02-P06_E02","CIP318129.032","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E03S000021","24-PEP-02-P06_E03","CIP318129.039","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E04S000029","24-PEP-02-P06_E04","CIP318129.041","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E05S000037","24-PEP-02-P06_E05","CIP318129.043","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E06S000045","24-PEP-02-P06_E06","CIP318129.049","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E07S000053","24-PEP-02-P06_E07","CIP318129.050","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E08S000061","24-PEP-02-P06_E08","CIP318129.053","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E09S000069","24-PEP-02-P06_E09","CIP318129.058","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E10S000077","24-PEP-02-P06_E10","CIP318129.070","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E11S000085","24-PEP-02-P06_E11","CIP318129.080","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E12S000093","24-PEP-02-P06_E12","CIP318129.083","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F01S000006","24-PEP-02-P06_F01","CIP318129.085","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F02S000014","24-PEP-02-P06_F02","CIP318129.086","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F03S000022","24-PEP-02-P06_F03","CIP318129.089","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F04S000030","24-PEP-02-P06_F04","CIP318129.094","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F05S000038","24-PEP-02-P06_F05","CIP318129.097","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F06S000046","24-PEP-02-P06_F06","CIP318129.116","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F07S000054","24-PEP-02-P06_F07","CIP318129.120","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F08S000062","24-PEP-02-P06_F08","CIP318130.012","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F09S000070","24-PEP-02-P06_F09","CIP318130.024","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F10S000078","24-PEP-02-P06_F10","CIP318130.031","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F11S000086","24-PEP-02-P06_F11","CIP318130.032","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F12S000094","24-PEP-02-P06_F12","CIP318130.036","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G01S000007","24-PEP-02-P06_G01","CIP318130.056","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G02S000015","24-PEP-02-P06_G02","CIP318130.060","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G03S000023","24-PEP-02-P06_G03","CIP318130.063","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G04S000031","24-PEP-02-P06_G04","CIP318130.064","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G05S000039","24-PEP-02-P06_G05","CIP318130.066","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G06S000047","24-PEP-02-P06_G06","CIP318130.069","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G07S000055","24-PEP-02-P06_G07","CIP318130.071","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G08S000063","24-PEP-02-P06_G08","CIP318130.073","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G09S000071","24-PEP-02-P06_G09","CIP318130.077","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G10S000079","24-PEP-02-P06_G10","CIP318130.082","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G11S000087","24-PEP-02-P06_G11","CIP318130.084","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H01S000008","24-PEP-02-P06_H01","CIP318130.085","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H02S000016","24-PEP-02-P06_H02","CIP318130.086","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H03S000024","24-PEP-02-P06_H03","CIP318130.088","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H04S000032","24-PEP-02-P06_H04","CIP318130.091","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H05S000040","24-PEP-02-P06_H05","CIP318130.110","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H06S000048","24-PEP-02-P06_H06","CIP318130.120","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H07S000056","24-PEP-02-P06_H07","CIP318131.014","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H08S000064","24-PEP-02-P06_H08","CIP318131.034","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H09S000072","24-PEP-02-P06_H09","CIP318131.038","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H10S000080","24-PEP-02-P06_H10","CIP318131.076","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H11S000088","24-PEP-02-P06_H11","CIP318131.089","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07A01S000001","24-PEP-02-P07_A01","CIP318132.002","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A02S000009","24-PEP-02-P07_A02","CIP318132.005","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A03S000017","24-PEP-02-P07_A03","CIP318132.010","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A04S000025","24-PEP-02-P07_A04","CIP318132.013","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A05S000033","24-PEP-02-P07_A05","CIP318132.019","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A06S000041","24-PEP-02-P07_A06","CIP318132.024","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A07S000049","24-PEP-02-P07_A07","CIP318132.025","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A08S000057","24-PEP-02-P07_A08","CIP318132.026","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A09S000065","24-PEP-02-P07_A09","CIP318132.032","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A10S000073","24-PEP-02-P07_A10","CIP318132.037","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A11S000081","24-PEP-02-P07_A11","CIP318132.044","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A12S000089","24-PEP-02-P07_A12","CIP318132.045","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B01S000002","24-PEP-02-P07_B01","CIP318132.046","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B02S000010","24-PEP-02-P07_B02","CIP318132.051","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B03S000018","24-PEP-02-P07_B03","CIP318132.052","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B04S000026","24-PEP-02-P07_B04","CIP318132.053","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B05S000034","24-PEP-02-P07_B05","CIP318132.054","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B06S000042","24-PEP-02-P07_B06","CIP318132.055","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B07S000050","24-PEP-02-P07_B07","CIP318132.057","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B08S000058","24-PEP-02-P07_B08","CIP318132.062","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B09S000066","24-PEP-02-P07_B09","CIP318132.074","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B10S000074","24-PEP-02-P07_B10","CIP318132.079","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B11S000082","24-PEP-02-P07_B11","CIP318132.084","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B12S000090","24-PEP-02-P07_B12","CIP318132.085","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C01S000003","24-PEP-02-P07_C01","CIP318132.092","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C02S000011","24-PEP-02-P07_C02","CIP318132.094","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C03S000019","24-PEP-02-P07_C03","CIP318132.109","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C04S000027","24-PEP-02-P07_C04","CIP318132.115","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C05S000035","24-PEP-02-P07_C05","CIP318132.117","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C06S000043","24-PEP-02-P07_C06","CIP318133.001","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C07S000051","24-PEP-02-P07_C07","CIP318133.003","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C08S000059","24-PEP-02-P07_C08","CIP318133.004","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C09S000067","24-PEP-02-P07_C09","CIP318133.006","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C10S000075","24-PEP-02-P07_C10","CIP318133.007","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C11S000083","24-PEP-02-P07_C11","CIP318133.010","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C12S000091","24-PEP-02-P07_C12","CIP318133.012","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D01S000004","24-PEP-02-P07_D01","CIP318133.013","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D02S000012","24-PEP-02-P07_D02","CIP318133.017","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D03S000020","24-PEP-02-P07_D03","CIP318133.018","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D04S000028","24-PEP-02-P07_D04","CIP318133.046","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D05S000036","24-PEP-02-P07_D05","CIP318133.060","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D06S000044","24-PEP-02-P07_D06","CIP318133.063","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D07S000052","24-PEP-02-P07_D07","CIP318133.068","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D08S000060","24-PEP-02-P07_D08","CIP318133.073","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D09S000068","24-PEP-02-P07_D09","CIP318133.085","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D10S000076","24-PEP-02-P07_D10","CIP318133.093","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D11S000084","24-PEP-02-P07_D11","CIP318133.098","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D12S000092","24-PEP-02-P07_D12","CIP318133.100","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E01S000005","24-PEP-02-P07_E01","CIP318133.104","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E02S000013","24-PEP-02-P07_E02","CIP318133.106","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E03S000021","24-PEP-02-P07_E03","CIP318133.115","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E04S000029","24-PEP-02-P07_E04","CIP318134.001","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E05S000037","24-PEP-02-P07_E05","CIP318134.010","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E06S000045","24-PEP-02-P07_E06","CIP318134.017","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E07S000053","24-PEP-02-P07_E07","CIP318134.053","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E08S000061","24-PEP-02-P07_E08","CIP318134.059","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E09S000069","24-PEP-02-P07_E09","CIP318134.087","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E10S000077","24-PEP-02-P07_E10","CIP318134.095","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E11S000085","24-PEP-02-P07_E11","CIP318134.097","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E12S000093","24-PEP-02-P07_E12","CIP318134.098","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F01S000006","24-PEP-02-P07_F01","CIP318134.107","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F02S000014","24-PEP-02-P07_F02","CIP318134.115","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F03S000022","24-PEP-02-P07_F03","CIP318134.118","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F04S000030","24-PEP-02-P07_F04","CIP318134.120","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F05S000038","24-PEP-02-P07_F05","CIP318135.005","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F06S000046","24-PEP-02-P07_F06","CIP318135.007","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F07S000054","24-PEP-02-P07_F07","CIP318135.022","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F08S000062","24-PEP-02-P07_F08","CIP318135.024","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F09S000070","24-PEP-02-P07_F09","CIP318135.025","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F10S000078","24-PEP-02-P07_F10","CIP318135.027","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F11S000086","24-PEP-02-P07_F11","CIP318135.029","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F12S000094","24-PEP-02-P07_F12","CIP318135.034","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G01S000007","24-PEP-02-P07_G01","CIP318135.038","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G02S000015","24-PEP-02-P07_G02","CIP318135.041","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G03S000023","24-PEP-02-P07_G03","CIP318135.042","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G04S000031","24-PEP-02-P07_G04","CIP318135.047","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G05S000039","24-PEP-02-P07_G05","CIP318135.051","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G06S000047","24-PEP-02-P07_G06","CIP318135.052","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G07S000055","24-PEP-02-P07_G07","CIP318135.053","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G08S000063","24-PEP-02-P07_G08","CIP318135.054","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G09S000071","24-PEP-02-P07_G09","CIP318135.058","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G10S000079","24-PEP-02-P07_G10","CIP318135.060","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G11S000087","24-PEP-02-P07_G11","CIP318135.066","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H01S000008","24-PEP-02-P07_H01","CIP318135.068","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H02S000016","24-PEP-02-P07_H02","CIP318135.070","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H03S000024","24-PEP-02-P07_H03","CIP318135.072","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H04S000032","24-PEP-02-P07_H04","CIP318135.073","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H05S000040","24-PEP-02-P07_H05","CIP318135.074","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H06S000048","24-PEP-02-P07_H06","CIP318135.077","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H07S000056","24-PEP-02-P07_H07","CIP318135.078","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H08S000064","24-PEP-02-P07_H08","CIP318135.083","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H09S000072","24-PEP-02-P07_H09","CIP318135.084","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H10S000080","24-PEP-02-P07_H10","CIP318135.085","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H11S000088","24-PEP-02-P07_H11","CIP318135.089","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A01S000001","24-PEP-02-P08_A01","CIP318135.094","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A02S000009","24-PEP-02-P08_A02","CIP318135.100","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A03S000017","24-PEP-02-P08_A03","CIP318135.102","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A04S000025","24-PEP-02-P08_A04","CIP318135.103","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A05S000033","24-PEP-02-P08_A05","CIP318135.106","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A06S000041","24-PEP-02-P08_A06","CIP318135.114","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A07S000049","24-PEP-02-P08_A07","CIP318135.116","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A08S000057","24-PEP-02-P08_A08","CIP318135.118","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A09S000065","24-PEP-02-P08_A09","CIP318135.119","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
